date,e_level,z_level
2025-02-06,inf,13.621686115558466
2025-02-07,inf,13.750939704509005
2025-02-10,inf,13.960702139817677
2025-02-11,inf,13.93371660451445
2025-02-12,inf,14.140722219067177
2025-02-13,inf,14.043692982025775
2025-02-14,inf,13.735993713309743
2025-02-17,inf,13.735993713309743
2025-02-18,inf,14.087559599573238
2025-02-19,inf,14.061510307531321
2025-02-20,inf,13.969618818549263
2025-02-21,inf,13.835635642288887
2025-02-24,inf,13.853079830568893
2025-02-25,inf,13.55180494105949
2025-02-26,inf,13.492181127945507
2025-02-27,inf,13.408352523758051
2025-02-28,inf,13.195868103290929
2025-03-03,inf,13.184211967971102
